id,hospital_id,blood_type,resource_type,requested_quantity,urgency_level,status,created_at
784d1881-4b70-4aa7-ac0b-527b53ba0b01,9ceff47e-e4be-4a5e-9d17-69c61cc7c763,A+,PLATELETS,2.0,HIGH,OPEN,2025-03-23T12:07:00
004dac61-afb0-473b-8f22-4959cfdf0db8,6aa6836d-b135-442d-ac58-09e58f4bde36,AB+,BLOOD,1.0,MEDIUM,OPEN,2025-03-10T09:31:00
d11859a0-34ee-4083-ac9e-4f43788379e9,6778ba42-bba8-4ec8-8682-1acc283a5618,O+,BLOOD,1.0,CRITICAL,OPEN,2025-04-09T11:40:00
c13e5065-12e5-4adc-b3da-09e4a550dc43,b99537a7-9086-48d8-b205-67537f06c75a,B+,BLOOD,6.0,MEDIUM,OPEN,2025-01-10T03:09:00
c9f76218-b538-4103-8ff5-ea214c354f38,eae1d26e-400e-4e2e-a4ff-a89320338fa6,O+,PLATELETS,2.0,HIGH,OPEN,2025-04-07T01:19:00
e8a37c41-c16c-4c23-afa0-028a2f17aa98,327c7307-666c-4a8d-8bd7-2fb314b98539,O+,BLOOD,1.0,LOW,OPEN,2025-02-12T08:07:00
0aca2e1e-b986-4079-b15a-ea3d30e82b28,533a178d-375c-4707-99d2-c5ac56c7a34a,O+,BLOOD,4.0,MEDIUM,OPEN,2025-03-13T00:38:00
12f41518-da26-410d-ae75-cfb83b61e1ca,8e7d72dc-2aef-408c-a6c3-5d821278442e,B-,BLOOD,4.0,MEDIUM,OPEN,2025-04-16T13:14:00
52382a0c-93f3-4c4c-8913-01aaf91bf1d9,3b13237e-1f49-439d-82b6-c4ddc31e626d,O+,PLATELETS,4.0,MEDIUM,OPEN,2025-03-06T22:28:00
0e5ae998-edeb-4a4a-b130-a5728d108b18,3fe2ed6f-4a5b-41c3-a6a5-f5edd5f96fa4,A+,BLOOD,3.0,LOW,OPEN,2025-02-20T17:55:00
18eed34c-1804-440f-a8e3-405f9df1cb52,cc9f2e6c-2f2a-4588-9a46-d6fec138362b,A+,PLATELETS,4.0,CRITICAL,OPEN,2025-03-15T04:19:00
d777310e-e015-4ebe-9e56-519f3b3a370f,61786f83-bbbc-4406-b379-4dcd7042ee77,O+,BLOOD,4.0,CRITICAL,OPEN,2025-04-16T23:03:00
c35baea7-71eb-4857-8828-883970e030f9,53c9f9bc-03da-4360-bd78-927b63ea8129,A+,PLATELETS,4.0,MEDIUM,OPEN,2025-01-17T22:48:00
77c960b0-5e6d-46ec-83fb-f83752721bf5,8a7af0c6-f2b3-4f08-810d-5a45fa0e259c,O-,PLATELETS,2.0,CRITICAL,OPEN,2025-04-17T18:13:00
2270a7de-0dc3-4912-917c-e528b3227991,0fc45796-f5e9-472c-94ce-26f4b880ff8e,A+,BLOOD,2.0,CRITICAL,OPEN,2025-04-23T17:05:00
352e2565-47cc-4bec-b549-a22e4bb3e469,be7aa889-a4fd-4498-b01c-7fda660aaab0,O+,BLOOD,2.0,HIGH,OPEN,2025-02-10T22:11:00
358e0120-af76-4917-ab15-44fe589bb058,2e6d5244-4c08-440e-846b-d837922f596a,B+,PLASMA,4.0,MEDIUM,OPEN,2025-01-13T19:10:00
100ca3f4-7bd3-4b99-aace-fe8e6fe5312e,42f55f59-25d6-4978-8cfc-fa993a0df8a2,B+,PLATELETS,1.0,LOW,OPEN,2025-03-11T17:28:00
feebb4bf-2b6b-4d04-a6a8-507c9192a449,8837c703-03f7-4eb2-834e-0f3bd7511796,A+,BLOOD,6.0,MEDIUM,OPEN,2025-04-12T08:30:00
510c154a-68a3-4be1-8fab-b5ce77672763,76e5cd06-d168-4010-aa16-a665de4a88f5,B-,BLOOD,2.0,HIGH,OPEN,2025-01-06T13:14:00
a7f2327c-bca4-4fc2-a62a-cb2ecf790b9c,50ff6f78-ec65-4465-b6f7-78fa195084ff,B-,BLOOD,2.0,CRITICAL,OPEN,2025-02-18T06:44:00
fb33d887-0f88-4eaa-a11d-78af9725b73f,e9c299b9-b5cb-4535-9cb3-eaf57671bcc7,A+,PLATELETS,3.0,MEDIUM,OPEN,2025-01-13T03:43:00
1d378fbf-2908-473b-8aea-1baf03c87435,d3d2a3cd-e622-48ab-b5c8-2f19d7d8f515,O-,BLOOD,2.0,MEDIUM,OPEN,2025-02-15T03:50:00
0dce2985-3ed7-4b74-96ec-6318acd520d8,a7755308-aaaa-4e9d-ad30-f1d59cc0646a,B+,BLOOD,6.0,HIGH,OPEN,2025-04-11T15:42:00
84be1729-013e-4061-9788-169075cb274c,f3f98677-fe27-4339-a833-1a64c5536299,A+,PLATELETS,2.0,MEDIUM,OPEN,2025-03-14T13:07:00
cdce3e49-f26e-492e-b85f-7f6614c29f02,94100181-aa41-4b69-a1b8-7718212f8ea0,O+,BLOOD,4.0,HIGH,OPEN,2025-02-08T08:41:00
ccce0292-fec3-4cc4-9329-edeabf05cb7e,87a29c1b-1587-4bad-a521-d34914b984f2,O+,BLOOD,2.0,MEDIUM,OPEN,2025-02-15T08:52:00
7a17ca26-e965-4343-a8c9-303575718af3,81512a7e-9ffb-4d86-bc6e-f898557807b7,O+,BLOOD,2.0,CRITICAL,OPEN,2025-01-13T04:03:00
539ea97d-c667-44d9-b835-b133728bcb28,1f48cd97-b870-4586-999c-8af2d62b1129,O+,BLOOD,2.0,HIGH,OPEN,2025-02-22T11:38:00
f223a4f6-c225-4507-97d1-816ed3798525,d80d4206-b54a-414e-a07a-eabae6782e23,A+,PLATELETS,6.0,MEDIUM,OPEN,2025-04-08T03:58:00
7b0acff8-932f-45a1-aad8-8f27d6f7a506,0834fa87-b5c4-478a-a9e2-0033b01105f4,A+,BLOOD,2.0,HIGH,OPEN,2025-03-16T22:07:00
f1f301d2-cd29-4355-b05d-6d8875a833be,969354e0-24f0-479d-a387-f78b59280d4b,A+,BLOOD,3.0,MEDIUM,OPEN,2025-04-28T12:19:00
2a061acf-b415-4130-8b19-e1cc6cfd7ba1,ba99d87b-7544-469e-9253-c43189e4f583,B-,BLOOD,6.0,HIGH,OPEN,2025-03-10T16:17:00
56bda962-490d-4f51-88cb-534a93e95839,212ff268-4072-44b7-bc52-300f586dda7f,O-,PLATELETS,4.0,HIGH,OPEN,2025-04-03T03:31:00
7d6234d8-2677-4474-a97c-88ba101acb40,c58f1c5b-cbdf-46bf-9252-1df6daf0c0df,B+,PLATELETS,3.0,HIGH,OPEN,2025-01-14T17:38:00
3c7c5453-de8a-47dc-b809-5e42a41dde30,15713056-d039-4ced-81ec-a1421974bf3e,A+,BLOOD,1.0,CRITICAL,OPEN,2025-03-15T17:47:00
2b57b56d-4a69-40e4-8e01-ba237e97471f,d8b2d8d0-2a33-463a-86b1-318d60e70815,B+,BLOOD,2.0,CRITICAL,OPEN,2025-04-14T00:16:00
0aaecf1e-873f-4015-92ab-9f065d30533f,549fbc29-b8d0-48f6-993f-b5c649892790,A+,BLOOD,1.0,HIGH,OPEN,2025-01-16T14:14:00
41f1fbb3-2dd1-40fe-ac0c-9ad022dd63bd,1c6949c2-e8a6-4d39-a476-ea6098c2c434,A+,PLATELETS,6.0,MEDIUM,OPEN,2025-04-09T04:37:00
7df5667e-5ad3-44fb-8e19-630b35e0ad3f,c667f461-7fde-4bae-883a-410937013916,B+,BLOOD,1.0,LOW,OPEN,2025-04-25T17:52:00
12275b8b-c0b1-416e-a85f-8ec24b77b1a7,8e13e7bd-72ee-4c12-bfca-4b77893c9b3d,B-,BLOOD,2.0,MEDIUM,OPEN,2025-04-09T08:02:00
96191431-c139-4228-bebb-c44ea524e8d0,c4acca1f-68de-47ed-b92e-bf871521751d,A+,PLATELETS,2.0,MEDIUM,OPEN,2025-03-22T07:33:00
481ed66f-46a1-49ec-bfe8-8e52615c0255,f477e7b9-dc3c-43c6-96fa-43f78fb5c948,O+,BLOOD,6.0,MEDIUM,OPEN,2025-03-17T11:58:00
12a107c4-aab1-4cf5-8139-c83160313f3c,909d3a14-c002-4f2a-ac35-5e59441288ab,B+,BLOOD,2.0,MEDIUM,OPEN,2025-01-31T23:37:00
36932723-1a93-4a3d-b1f8-b8f718ff981c,b4d54888-bb64-4520-aefb-01425dbbaf95,O+,BLOOD,3.0,CRITICAL,OPEN,2025-04-19T08:52:00
468555b4-64b0-444d-9889-50d613f46b4f,0bc5f727-a757-479e-b22f-05721e623d46,O+,PLASMA,3.0,HIGH,OPEN,2025-01-16T13:30:00
c799cdd9-fb3e-4e48-9c81-646adb841718,fd4093ec-6041-4e20-9371-4b1962ebdfec,O+,PLASMA,2.0,HIGH,OPEN,2025-03-11T16:21:00
0623d574-539d-4857-bc0b-1416f1d7a664,03429992-5f88-41c4-9044-ee5ab3d90701,B+,PLASMA,2.0,LOW,OPEN,2025-04-25T08:06:00
e9f5bc96-644c-4885-b036-70d52a00a4fd,3d84cea2-0b2b-4feb-a1c3-2418048e13d4,O+,PLATELETS,2.0,MEDIUM,OPEN,2025-02-26T06:26:00
2a1f53b8-4a87-4bb2-a987-ac4ec029baca,0cc46790-2c05-4f48-bc08-09a38a99860c,O+,BLOOD,6.0,LOW,OPEN,2025-03-26T13:18:00
8080a8ba-40ba-4bfb-953e-a45d4831eedd,ee5ab839-75a8-43e8-8f06-80dbb37abf5d,B+,BLOOD,6.0,HIGH,OPEN,2025-03-10T08:52:00
ee379cd3-b241-4b6d-91b4-33a0fb7a4f96,cc68ecdb-dcc1-4732-893c-06ff6ff6f0cb,A+,BLOOD,4.0,LOW,OPEN,2025-01-07T06:29:00
a3a2e90a-cf23-4bf4-8879-b0d7abec8701,613a40e3-e716-4fd5-bdb3-64948e6d058f,B+,BLOOD,1.0,HIGH,OPEN,2025-02-23T16:16:00
5800ace3-1d66-4cc1-8daa-4ed53a7ab0b9,beb958d8-3767-47aa-a7cf-1f35dc4ea838,AB+,BLOOD,2.0,HIGH,OPEN,2025-01-20T18:49:00
d47858ee-f532-4e6e-ba2c-ec1129aab847,079bc05c-4e2a-44d3-853c-249b4acf8bfa,A+,BLOOD,3.0,CRITICAL,OPEN,2025-03-29T19:52:00
c69af981-e4e2-437e-82d7-60fa85d194d2,df6528a1-3d33-4ad9-9d26-6c1d99b38fad,AB+,BLOOD,1.0,HIGH,OPEN,2025-04-23T05:55:00
d96e4448-9488-4070-9bdb-7a88419ecd52,bea23ccd-3bbc-4137-9ba4-ccbcce8b1290,O-,PLASMA,4.0,HIGH,OPEN,2025-03-20T20:26:00
3373a8ac-3627-4893-92dd-dec100184d05,ea29ed7e-f4d8-42d4-9c22-3433c0bb8f80,A+,BLOOD,1.0,CRITICAL,OPEN,2025-02-02T00:33:00
ac1f5a87-b64b-4c23-9fd2-3be26389a64a,bd8782ad-9d3a-419c-a402-ac82bfe172f1,O+,BLOOD,2.0,MEDIUM,OPEN,2025-04-17T06:48:00
a7348e2a-939a-4b66-9363-039032999b76,65c0b98a-1556-4a2b-a220-f6bbe37dc67b,O+,BLOOD,3.0,CRITICAL,OPEN,2025-04-17T17:28:00
e2529a9f-34f8-4e11-9ec0-a2fe0ca53492,c2de787a-4dda-4545-9154-4add9c17b21b,O+,BLOOD,1.0,LOW,OPEN,2025-02-04T17:17:00
05fc6ad7-2300-41da-8705-f36d22539ba1,84303ad2-c4cf-4232-9a98-0a74d7cde08a,O+,BLOOD,4.0,HIGH,OPEN,2025-01-23T08:59:00
59c92f50-abea-4370-bffe-34e1338d97e0,311b917c-96b3-40b9-9e67-fdfafd8fa675,O+,BLOOD,2.0,LOW,OPEN,2025-03-16T18:56:00
2fb86129-d71b-47b6-9819-51c3cb7b8f29,de9f793f-08af-4a49-98ad-519e7a9893b7,O+,PLASMA,6.0,CRITICAL,OPEN,2025-03-24T17:07:00
abec1f26-1ede-43a3-a182-3969f60b1d48,03963f6d-fa3b-43ea-b408-013334eb19db,O+,BLOOD,1.0,CRITICAL,OPEN,2025-04-18T12:38:00
d4b802eb-c664-43db-86ae-8b9948a5f755,893a8641-5532-4828-b482-6e30ae4913bc,O+,PLATELETS,2.0,CRITICAL,OPEN,2025-01-28T00:19:00
00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,86166c73-b6d3-4119-a822-521a65547244,O+,BLOOD,4.0,CRITICAL,OPEN,2025-01-03T08:35:00
f2b5b68b-6277-47ef-8885-6a7cfc78b0ad,4fa5a22c-35ea-4522-87f8-cc13a0ca6b28,A+,BLOOD,3.0,MEDIUM,OPEN,2025-01-16T21:14:00
24bc6ed7-b61c-4182-a366-e92f73da3ff3,c6fe03b5-b9ec-4422-abfb-eeaaed350cf3,A+,BLOOD,1.0,HIGH,OPEN,2025-03-20T18:07:00
1f9593ba-a436-4d11-93db-57bd305d4c6a,90e88935-dd1d-4c10-b57e-0c530c8f57a3,AB-,BLOOD,6.0,HIGH,OPEN,2025-01-27T06:31:00
0fa27623-2baa-412a-9f1a-7c0220916ae4,e192235b-3994-4423-b433-40dd3bd75be6,A+,BLOOD,6.0,MEDIUM,OPEN,2025-02-19T19:32:00
45573e59-45ac-43bd-b53d-cc19029ff9b3,12698df0-e11e-4851-ae6a-c2f0efb9b5ec,B-,PLATELETS,6.0,HIGH,OPEN,2025-02-16T15:26:00
eb4a5feb-11cb-4d09-b96d-1b893ca760c7,d58de03f-c7ad-48b2-8244-0f2837d55ac7,A+,BLOOD,3.0,HIGH,OPEN,2025-03-22T14:15:00
81c3da92-3262-49e1-8141-9f6f6dc6cc08,c29ab680-6e76-4062-bc6f-bed468d34376,B+,BLOOD,3.0,CRITICAL,OPEN,2025-04-05T01:09:00
7498dfa7-8a7b-40a3-855f-04c93558ca44,30b6efea-6dfa-4b0f-bfff-592c6d1f3c09,A+,BLOOD,3.0,HIGH,OPEN,2025-02-02T12:58:00
21d84d57-09f3-481c-9e3f-2869bd69d9b6,f147393a-bbd0-4fac-b0a1-560725bcf46b,O+,BLOOD,4.0,MEDIUM,OPEN,2025-03-28T17:47:00
27f6a7a6-8807-419b-9ef0-d9a294b0267a,6d9d1d06-310c-4fb5-a2ba-5818fb30494d,A+,PLATELETS,2.0,HIGH,OPEN,2025-01-12T21:17:00
1cc5d0c4-045d-4581-9a6c-8a3a10eb2f90,8a8f4668-e15f-4a15-be97-76428b4815fe,B+,BLOOD,3.0,MEDIUM,OPEN,2025-02-28T00:59:00
820c05bd-2bf4-4ec7-b423-8bf8a0e08dd9,280ee13a-e3d4-4b1e-99bc-cee7f9088fe9,B+,BLOOD,4.0,MEDIUM,OPEN,2025-02-15T14:52:00
8055084f-b989-4697-b205-d8dfa14db6b5,08b95f68-4c87-4e2b-8c79-6a43c871857e,A+,BLOOD,1.0,LOW,OPEN,2025-02-18T06:46:00
1492c3a9-ef67-417d-9081-d0524b9a7a5a,0c4f25cd-b35d-477c-b545-a300d7c55413,A+,BLOOD,2.0,MEDIUM,OPEN,2025-04-11T04:37:00
8b4e4e2c-57be-4c6b-8b4c-c94af8b69b9a,b054764c-5a5e-46b6-a415-3a021932923f,A-,BLOOD,6.0,CRITICAL,OPEN,2025-03-25T13:55:00
12ed9844-5ef9-42a9-8157-98a3409d8493,04bbcf21-8a96-4bfc-b6b3-1e318c7f411d,O+,BLOOD,2.0,CRITICAL,OPEN,2025-03-18T05:34:00
1b5838c1-1cb4-4e5d-b0e7-1e5044a10c75,5c9d4855-9b2a-4df4-9c50-6ac85143985a,A+,PLATELETS,3.0,MEDIUM,OPEN,2025-02-28T21:21:00
6318977e-66e5-4831-a55d-fd5a93f0e5ad,4100438e-efc7-47d4-aad6-5819394b3897,O+,BLOOD,4.0,MEDIUM,OPEN,2025-04-03T17:24:00
ef23021c-2d58-4b76-a155-7026db2fb8c0,8b57af8b-3f5e-4f96-9d6f-f62f0ff1d089,AB+,BLOOD,3.0,CRITICAL,OPEN,2025-02-24T22:55:00
d598e152-365f-4647-8eaa-eb2ecb59ec0d,2a64e9db-be38-4513-81ce-8b757b733088,A-,BLOOD,2.0,MEDIUM,OPEN,2025-04-30T00:15:00
d0ab7433-b799-4bb6-88a4-a615ac0e6ad6,2a6b1fbe-079a-40a4-a667-bff84caf902b,AB+,PLASMA,4.0,MEDIUM,OPEN,2025-03-07T08:14:00
cf559b7e-b341-4a8e-b57b-7457cbbdbf56,f959b22a-10d6-44a3-ad5d-dddb0bb1f4c4,O+,BLOOD,3.0,HIGH,OPEN,2025-01-08T10:20:00
8dddc8e3-5d0a-4343-ada6-701a1dc72104,edad63a0-d292-4f3f-b05c-b7682e45109c,O+,PLATELETS,6.0,LOW,OPEN,2025-03-22T17:45:00
36666ee5-4869-40e2-bc14-41dee23fad98,fa79d3d5-e783-45ef-bed8-37b9bfd80928,O+,BLOOD,3.0,MEDIUM,OPEN,2025-03-07T21:42:00
ea48e52d-91f6-4f54-b2a7-b393ec46130d,99c4e5b6-e1d9-4497-b4a3-058e909f0b3e,O+,BLOOD,6.0,MEDIUM,OPEN,2025-01-26T23:31:00
75925094-dd33-4eee-8835-3ba69a9ef55e,440bad77-4790-4576-83bb-66da4f68e3ac,O+,BLOOD,1.0,CRITICAL,OPEN,2025-01-22T13:32:00
9444b94b-4fa8-401b-a744-36e36ccba07b,c8d07ca1-da22-4716-85a9-8b19b92a773b,A+,BLOOD,4.0,HIGH,OPEN,2025-02-26T15:55:00
b0a29013-9cfe-46ad-b319-2c8155b7e42d,013155b0-f391-4a7d-af68-6569d88aaff4,B-,BLOOD,1.0,HIGH,OPEN,2025-03-17T03:06:00
5f9f1bd6-2e48-4a42-9550-8be1e5164509,502e1aff-9eef-405a-a37f-b6f3e578e2d0,B+,BLOOD,4.0,LOW,OPEN,2025-03-19T23:00:00
6cb7f73a-e3d4-41b6-ad54-07b55f983a98,2358ce0c-f81b-4f4a-82e1-f92d22eb1042,A+,BLOOD,6.0,HIGH,OPEN,2025-01-25T14:26:00
629aa196-5bfe-4730-ae80-435f4c4c49a0,39c7906f-acdb-4410-bcd0-28682bfe2540,B+,BLOOD,6.0,CRITICAL,OPEN,2025-01-27T08:04:00
2ebc4b55-bca3-4f1e-9e1b-fc57424d9755,f7ff9453-829a-4544-ba2a-8606aeaf5bdc,O+,PLATELETS,3.0,HIGH,OPEN,2025-02-15T05:21:00
05142adc-0811-4108-b4ac-7172ccc956bc,e3d60deb-685b-489b-b4eb-bb3afa119f47,O+,BLOOD,4.0,CRITICAL,OPEN,2025-04-29T05:25:00
eec8864c-bbae-4462-a060-2d1b202e332e,a99a6c34-2996-4c4e-a8b1-68ccf7c784a5,O+,BLOOD,6.0,MEDIUM,OPEN,2025-01-14T16:54:00
0d6d0f34-542e-444e-9c1c-a88ad8269419,d420cbae-fd46-4dc4-b4d4-894d43030650,A+,BLOOD,2.0,MEDIUM,OPEN,2025-04-26T02:54:00
7b8b4e21-a437-4580-b05c-c1319a1c3fc8,8adbe44a-fe77-4992-8120-857bae77bd9d,O+,BLOOD,4.0,MEDIUM,OPEN,2025-03-06T20:20:00
fe586324-3972-402a-b367-a52a6494c9c4,54a8d995-2c7d-4290-8088-a1913a604c8d,A+,PLATELETS,6.0,MEDIUM,OPEN,2025-03-25T06:55:00
1fb289ab-d50f-454d-95e0-308602ec5626,25289ad6-41bc-4dbd-80bd-9eada8e0188b,O+,BLOOD,4.0,CRITICAL,OPEN,2025-01-07T03:39:00
38972174-f098-47ef-992d-330765b1513f,e05b9a29-e331-45fe-b8af-6bc9e88dec05,A-,PLATELETS,1.0,MEDIUM,OPEN,2025-02-10T01:40:00
cd325844-b07c-4f64-aa90-a9ab9cf769a6,d57738da-96f7-4d3a-9d59-7b5ce5c01ee8,O+,BLOOD,6.0,MEDIUM,OPEN,2025-02-19T01:14:00
70fae146-ea7e-463d-be9d-7256ee41ff04,78f32cc0-f57b-46d6-8624-d96940e2add3,A+,PLATELETS,6.0,CRITICAL,OPEN,2025-01-16T10:27:00
329c92f9-1e35-42c2-a386-c5d3fcb3347b,9b9df341-d287-47ab-beac-e9620d35d386,B+,BLOOD,1.0,HIGH,OPEN,2025-04-19T03:45:00
15ce6ea7-a38b-4a79-94b8-6c2a6eb9d66f,3062553f-e66d-48df-b98a-92b3b3101687,O+,BLOOD,1.0,HIGH,OPEN,2025-03-17T17:10:00
33da10f8-a2e5-4f12-8cc1-488a89def9d5,135215f9-ba2c-4300-b8c8-3956aa92bf61,O+,BLOOD,6.0,MEDIUM,OPEN,2025-02-21T02:57:00
6c994be2-5094-4b66-be22-50b14bd773f6,55153f74-1a00-4d78-a130-c36e9dd28fae,B+,PLATELETS,1.0,MEDIUM,OPEN,2025-01-08T20:20:00
46cbc33b-9a92-439b-8225-41517327f69f,318f4de5-73f2-4532-ab27-ca56a82bba45,B+,BLOOD,1.0,MEDIUM,OPEN,2025-02-20T01:22:00
890bdfb9-e4aa-41e8-9512-6af7e7d4607c,0043f3be-1979-44e7-843d-3570be277dbc,B+,BLOOD,2.0,CRITICAL,OPEN,2025-03-15T12:09:00
59855e70-ab53-4974-8a92-2777cdc7e1c4,42fd9dd4-9aba-4076-b4d4-e6b6d455158a,O+,BLOOD,2.0,HIGH,OPEN,2025-04-01T15:26:00
f5797968-13bf-427b-9960-309b01f1f7dd,c4ff81c4-8b7f-4837-a088-45be496bd95d,O-,BLOOD,4.0,HIGH,OPEN,2025-04-27T08:50:00
9a14a324-1dfd-467f-9ac4-3e41b242fae1,d1e2e645-2483-4b99-937f-45dbd36bc89a,A+,BLOOD,2.0,HIGH,OPEN,2025-01-30T00:11:00
b78c0ee7-de65-4161-9f10-996e31dc6553,a3c40bad-73e2-4eeb-9cd4-97bd39b4d34f,O+,BLOOD,1.0,CRITICAL,OPEN,2025-04-15T00:55:00
85b5c232-5c75-405f-bcae-9b7a583de9c6,cdec9625-f397-4b69-bfbc-8b3c9d512a46,A+,BLOOD,3.0,HIGH,OPEN,2025-04-16T18:43:00
86d89552-77f1-4151-a20e-c59a17c5c00a,31704425-f3a8-4962-b71f-70d88fac2e71,O+,BLOOD,2.0,HIGH,OPEN,2025-03-26T22:58:00
e9c5f874-e97d-4796-8df5-0c9f77f153e9,2541e865-38ba-4b1c-9762-088ac2b7b3ff,O+,BLOOD,4.0,HIGH,OPEN,2025-01-25T10:14:00
2f901cd5-7b13-4e8b-a1bd-fdcdd58c69fd,b3716009-1811-4228-a72c-76230477c605,O+,BLOOD,3.0,HIGH,OPEN,2025-04-19T20:16:00
877d4ccf-a1aa-4954-9f10-0dca840da344,5461c8db-1fb8-43d1-8bf5-6417b52766ea,O+,PLASMA,3.0,CRITICAL,OPEN,2025-02-13T13:42:00
905b32c2-ab78-4a44-b64c-98552a4f8e5a,6fa4d5bf-d4c4-4fa9-921f-6f43218128e1,B+,BLOOD,1.0,HIGH,OPEN,2025-03-21T09:57:00
c8373f70-1833-47e3-a836-5a9f41b799c3,231b437f-a905-47a3-8644-173c69ad5184,B+,PLATELETS,2.0,MEDIUM,OPEN,2025-04-26T15:34:00
a1808c63-d30b-4c82-ad52-380048c2e7b0,ce5ad72c-8c87-4c2d-b2ca-3aa6b00725e5,A+,PLATELETS,2.0,HIGH,OPEN,2025-01-13T14:28:00
5cde182a-90cc-4a2c-8fe2-58f2f4ed792d,31be065a-ebb5-4162-8ce7-34726ad57f6b,A+,BLOOD,2.0,HIGH,OPEN,2025-04-11T06:19:00
8020ee8c-b55e-4bd9-8820-2565feb4d6ae,f2503ed5-730a-4ed5-a057-00f84c12ecea,O+,BLOOD,6.0,LOW,OPEN,2025-03-14T09:44:00
2bf9e4cb-b0cb-4acb-9e27-f3c0de52e464,f3b6b0e9-9afe-4f52-b5e6-effb189f61cd,A+,BLOOD,2.0,HIGH,OPEN,2025-03-19T23:54:00
03a81a6b-9c16-4b2f-bf34-68d25ec1a344,11b2dd33-0a71-423e-8039-f1360ac5fa15,O+,BLOOD,2.0,HIGH,OPEN,2025-02-03T23:24:00
b7795b4a-cb12-4e3e-be74-065b016c9c23,7bd60480-2d41-4496-b067-941886d653f9,O+,BLOOD,3.0,MEDIUM,OPEN,2025-01-19T04:15:00
db866134-5cf9-4347-a1df-ef43ed93798b,cd663231-2354-4202-b585-dd41005d0577,AB+,BLOOD,3.0,HIGH,OPEN,2025-04-08T14:22:00
d2611442-dd84-4d2f-809b-ca4a3ff72629,2e3ff63d-c424-47a1-9a13-028193d50b75,O+,BLOOD,4.0,CRITICAL,OPEN,2025-02-20T11:44:00
a422551d-9d9a-46fd-8bc8-d2571b1abd4c,b3b566fd-babe-4313-a446-83c7dd515822,B+,BLOOD,2.0,LOW,OPEN,2025-01-04T17:53:00
cb6960ad-67b7-4db1-88df-526c66ace4d4,db2db1b0-c4c2-4563-ac4e-70348eb93bd9,O+,BLOOD,6.0,MEDIUM,OPEN,2025-03-09T13:17:00
1faa22d3-cb16-4123-8d5d-c0ae04dac5ae,4b856b45-8765-48eb-8aa2-84654d9c184c,O+,BLOOD,1.0,MEDIUM,OPEN,2025-04-07T14:55:00
c48a53c6-452e-4d55-a694-d3a587e67c26,8c7ec61b-03a9-457f-b8fd-809e3e9fe97b,O-,BLOOD,6.0,CRITICAL,OPEN,2025-01-09T08:58:00
9a5fe10a-89bf-45ec-9218-91076d3d1e10,b7789954-bec2-425a-a849-31420d3874c6,B+,BLOOD,4.0,HIGH,OPEN,2025-03-26T18:53:00
2b3f4059-4ed8-40e9-87df-8b5350917de5,9bbaa2fc-fb83-4809-953f-873db93f6b46,O+,BLOOD,2.0,MEDIUM,OPEN,2025-02-09T06:38:00
a1b5ba7e-93b3-4423-bc41-57ee7ecdddf9,7b06cb2b-e413-4f12-8338-9eb2467f1a20,AB-,BLOOD,2.0,MEDIUM,OPEN,2025-02-07T09:40:00
8d7ea2ab-8661-4fad-b676-dfca0470f153,38488325-e8fc-4e9b-b776-c97fac4b0ca3,O-,BLOOD,2.0,HIGH,OPEN,2025-04-16T23:16:00
6fec73a5-e434-4825-bdef-d5d1e0dce69b,b332523b-660d-4ed4-ba9d-b7fc7fcfedd3,B+,PLATELETS,6.0,CRITICAL,OPEN,2025-04-23T12:43:00
f68144dc-32ad-438c-bdcf-6c3aa561fec7,6d8a66ae-43b8-42ba-aec4-e6078d755429,B-,BLOOD,2.0,CRITICAL,OPEN,2025-04-18T05:06:00
52b5e7ba-f772-4b25-85c0-1a9ba1474959,4a53444b-0dd5-49a7-a363-78e0ccffe065,A+,BLOOD,6.0,MEDIUM,OPEN,2025-04-21T07:02:00
382d1dbe-9624-4e03-9511-60a2c384335d,1d645f02-dbed-4651-b734-63fce063b5d2,A+,PLASMA,2.0,CRITICAL,OPEN,2025-03-17T05:02:00
22e8d47a-bd70-4676-85aa-1d6504952cc3,3598a682-41a5-4a93-98dc-ff5bdf4c05c8,A+,BLOOD,4.0,MEDIUM,OPEN,2025-03-04T06:46:00
310aca4d-1273-4eb5-89f4-ff404de62d12,dd17e92c-7caa-453e-8347-09b7506f6198,B+,PLATELETS,2.0,HIGH,OPEN,2025-01-16T09:58:00
9cb3de67-f10f-4333-8fd8-c061e90b1064,5e7fd251-f007-421a-bc19-b758daa550c4,O+,BLOOD,2.0,HIGH,OPEN,2025-02-25T18:47:00
a9db0020-7454-4adf-869f-cc26f2cca7eb,6b73f1fa-19a6-4c8a-baf7-abb4839bff0d,O-,BLOOD,3.0,MEDIUM,OPEN,2025-01-30T23:12:00
89574986-5cc7-4cd7-a4af-5c17b46628f2,7b269317-7d56-45c4-910c-984e310ab393,A+,BLOOD,2.0,CRITICAL,OPEN,2025-04-03T01:56:00
095fe520-c9fa-4f46-9e92-e8ab5db39bd9,159601fb-3650-47f5-bd58-0d6473205d64,O+,BLOOD,2.0,MEDIUM,OPEN,2025-04-01T14:32:00
870b5b19-4d03-4bb6-ad57-b4599d9e1755,7569165c-d0c2-4c66-94da-73c8e6ab05d8,B+,BLOOD,2.0,HIGH,OPEN,2025-01-29T01:16:00
